29994,760,2009-05-06,2009-05-04,11511513,467,2194
29995,130,2002-07-16,2002-09-07,11511513,443,3628
29996,450,2010-12-05,2010-11-21,11511513,668,1779
29997,600,2010-10-11,2010-10-13,11511513,562,3845
29998,680,2020-05-19,2020-05-23,11511513,420,1345
29999,250,2012-02-16,2012-02-17,11511513,435,1147
30000,50,2016-11-20,2016-12-01,11511513,739,1740
30001,720,2013-07-19,2013-06-13,11511513,266,1307
30002,810,2001-12-01,2001-11-14,11511513,296,1311
30003,950,2001-08-03,2001-08-23,11511513,207,201
30004,80,2013-03-13,2013-04-05,11511513,689,2043
30005,970,2018-10-08,2018-10-13,11511513,903,1151
30006,410,2018-10-17,2018-10-12,11511513,464,1151
30007,910,2017-12-07,2017-12-10,11511513,435,1315
30008,100,2004-03-05,2004-03-07,11511513,502,1685
30009,750,2009-11-02,2009-11-04,11511513,504,4554
30010,730,2002-07-22,2002-07-17,11511513,213,888
30011,380,2003-11-27,2003-10-30,11511513,844,1385
30012,140,2015-07-09,2015-06-24,11511513,17,1152
30013,260,2022-01-04,2021-12-25,11511513,171,892
30014,210,2018-07-14,2018-06-23,11511513,464,205
30015,310,2004-03-02,2004-04-07,11511513,55,1157
30016,890,2013-07-29,2013-09-19,11511513,885,1320
30017,330,2011-11-19,2011-10-22,11511513,51,213
30018,980,2012-04-16,2012-04-24,11511513,463,966
30019,80,2002-09-16,2002-09-06,11511513,842,906
30020,690,2012-10-17,2012-11-07,11511513,831,224
30021,80,2008-04-06,2008-04-13,11511513,143,909
30022,380,2006-03-03,2006-03-06,11511513,4,968
30023,850,2007-10-20,2007-09-14,11511513,429,1429
30024,930,2012-06-22,2012-05-30,11511513,394,1330
30025,640,2021-10-02,2021-11-01,11511513,725,3677
30026,170,2019-03-22,2019-05-12,11511513,319,3120
30027,570,2020-05-10,2020-06-02,11511513,597,919
30028,270,2021-06-23,2021-06-29,11511513,232,1171
30029,810,2014-11-26,2014-10-29,11511423,137,442
30030,540,2019-01-09,2019-01-24,11511423,82,2331
30031,160,2018-03-05,2018-02-01,11511423,310,1031
30032,820,2010-06-06,2010-06-17,11511423,199,988
30033,40,2007-01-14,2006-12-29,11511423,346,1981
30034,700,2008-01-05,2008-01-27,11511423,731,363
30035,960,2021-04-07,2021-03-08,11511423,460,3005
30036,530,2015-01-24,2015-01-17,11511423,239,253
30037,790,2015-01-24,2015-01-10,11511423,20,253
30038,160,2015-01-10,2015-01-01,11511423,649,253
30039,850,2005-11-16,2005-11-21,11511423,30,582
30040,280,2020-09-09,2020-08-22,11511423,450,259
30041,430,2014-07-23,2014-06-23,11511423,555,452
30042,730,2007-08-06,2007-08-08,11511423,677,371
30043,870,2016-02-18,2016-02-28,11511423,590,264
30044,440,2015-07-27,2015-07-20,11511423,796,1984
30045,720,2013-06-09,2013-07-31,11511423,400,373
30046,730,2012-05-17,2012-04-17,11511423,796,1039
30047,200,2007-01-09,2006-12-10,11511423,197,1985
30048,710,2000-10-26,2000-11-05,11511423,863,267
30049,160,2019-10-03,2019-10-31,11511423,856,818
30050,100,2010-05-17,2010-04-12,11511423,787,379
30051,60,2014-05-28,2014-05-24,11511423,688,276
30052,470,2016-05-20,2016-07-01,11511423,713,586
30053,740,2014-08-05,2014-08-02,11511423,790,1988
30054,320,2002-01-13,2002-01-28,11511423,578,2550
30055,70,2015-03-07,2015-03-28,11511423,378,590
30056,380,2006-02-02,2006-01-22,11511423,53,278
30057,90,2016-03-01,2016-04-28,11511423,888,280
30058,90,2016-03-15,2016-04-08,11511423,828,280
30059,680,2014-05-15,2014-04-17,11511423,635,281
30060,460,2003-12-23,2003-11-28,11511423,921,4223
30061,220,2020-08-01,2020-08-17,11511423,793,767
30062,350,2006-09-22,2006-11-01,11511423,17,3483
30063,250,2003-10-06,2003-10-02,11511423,112,825
30064,230,2020-09-01,2020-09-07,11511423,51,284
30065,730,2015-03-07,2015-01-31,11511423,426,390
30066,120,2015-01-23,2015-02-01,11511423,771,390
30067,270,2012-11-19,2012-11-10,11511423,750,3775
30068,330,2011-05-15,2011-05-09,11511423,563,2305
30069,640,2002-09-10,2002-09-18,11511423,163,397
30070,210,2002-05-12,2002-04-20,11511423,246,3445
30071,770,2018-09-27,2018-09-18,11511423,348,773
30072,80,2018-09-15,2018-10-13,11511423,103,773
30073,380,2010-08-03,2010-09-04,11511423,279,600
30074,550,2013-09-25,2013-11-06,11511423,178,293
30075,970,2015-07-31,2015-07-18,11511423,433,478
30076,330,2006-11-19,2006-11-28,11511423,488,2948
30077,540,2020-11-20,2020-12-16,11511423,824,482
30078,460,2021-06-29,2021-06-22,11511423,399,300
30079,560,2001-09-12,2001-08-04,11511423,21,2863
30080,550,2007-01-08,2007-01-19,11511423,271,492
30081,420,2009-10-13,2009-10-02,11511423,668,1008
30082,630,2009-09-08,2009-09-14,11511423,147,1008
30083,960,2004-10-14,2004-09-24,11511423,749,307
30084,800,2012-05-09,2012-05-05,11511423,56,1055
30085,250,2016-02-05,2015-12-25,11511423,61,4289
30086,730,2018-04-19,2018-05-03,11511423,563,1056
30087,40,2000-07-08,2000-08-05,11511423,645,4679
30088,590,2007-12-24,2007-12-30,11511423,78,2954
30089,410,2018-02-26,2018-03-01,11511423,470,3964
30090,1000,2008-10-03,2008-11-27,11511423,534,782
30091,540,2007-12-23,2007-11-16,11511423,314,4088
30092,540,2003-01-20,2003-02-09,11511423,454,2868
30093,150,2016-02-20,2016-03-30,11511423,41,417
30094,840,2008-02-26,2008-03-18,11511423,472,1015
30095,50,2017-02-13,2017-02-18,11511423,1,611
30096,960,2014-08-07,2014-07-14,11511423,268,1554
30097,300,2012-08-13,2012-08-29,11511423,198,2812
30098,530,2005-04-30,2005-04-09,11511423,320,2685
30099,10,2006-10-17,2006-10-08,11511423,949,3542
30100,510,2010-01-23,2010-02-08,11511423,666,2350
30101,650,2004-01-07,2004-01-17,11511423,906,3452
30102,800,2014-02-27,2014-03-28,11511423,325,4135
30103,990,2019-11-16,2019-10-13,11511423,399,4256
30104,880,2019-03-14,2019-02-21,11511423,26,612
30105,880,2017-05-16,2017-04-23,11511423,932,3175
30106,370,2005-04-28,2005-05-23,11511423,365,2261
30107,750,2014-06-11,2014-06-03,11511423,614,1561
30108,240,2005-03-24,2005-04-02,11511423,151,4090
30109,300,2000-02-29,2000-01-21,11511423,224,1069
30110,670,2006-01-26,2006-02-09,11511423,43,2815
30111,850,2005-07-25,2005-08-09,11511423,712,516
30112,560,2013-04-18,2013-05-03,11511423,762,857
30113,930,2013-05-26,2013-06-06,11511423,169,858
30114,10,2007-09-30,2007-10-26,11511423,514,4366
30115,230,2022-02-16,2022-02-17,11511423,112,4259
30116,270,2003-04-08,2003-04-07,11511423,809,4266
30117,720,2019-11-13,2019-11-15,11511423,93,4071
30118,120,2005-12-26,2006-01-01,11511423,788,521
30119,750,2016-01-05,2015-12-07,11511423,311,617
30120,320,2001-10-22,2001-09-11,11511423,658,341
30121,330,2004-06-25,2004-08-09,11511423,930,343
30122,320,2011-10-01,2011-11-12,11511423,711,524
30123,740,2019-06-01,2019-06-06,11511423,63,3395
30124,690,2003-10-24,2003-11-27,11511423,780,1024
30125,990,2007-07-02,2007-07-13,11511423,425,2689
30126,950,2016-05-29,2016-07-25,11511423,459,621
30127,880,2007-01-13,2007-01-28,11511423,298,1076
30128,660,2020-05-28,2020-05-27,11511423,167,3778
30129,460,2018-02-26,2018-02-12,11511423,480,4193
30130,340,2019-10-21,2019-12-13,11511423,901,866
30131,410,2003-06-29,2003-05-23,11511423,274,2019
30132,600,2007-12-17,2008-01-07,11511423,90,796
30133,460,2018-06-20,2018-07-09,11511423,497,4680
30134,350,2000-07-03,2000-07-22,11511423,670,3791
30135,740,2012-01-19,2012-01-22,11511423,265,2268
30136,230,2007-05-29,2007-07-12,11511423,875,2997
30137,790,2005-01-02,2005-01-25,11511423,104,1573
30138,940,2016-06-04,2016-05-27,11511423,73,4661
30139,370,2009-01-22,2008-12-28,11511421,582,3922
30140,600,2012-03-24,2012-04-23,11511421,160,561
30141,990,2017-09-19,2017-10-25,11511421,493,3073
30142,410,2015-03-21,2015-02-09,11511421,445,809
30143,210,2019-11-02,2019-11-14,11511421,496,2826
30144,570,2000-12-17,2000-11-04,11511421,571,3128
30145,620,2011-07-17,2011-07-23,11511413,136,1477
30146,980,2001-11-23,2001-10-30,11511413,313,1798
30147,560,2015-05-18,2015-06-01,11511413,299,242
30148,980,2020-05-14,2020-06-26,11511413,655,170
30149,330,2016-01-03,2016-02-21,11511413,109,244
30150,300,2017-12-13,2017-12-08,11511413,944,172
30151,460,2011-05-04,2011-05-26,11511413,524,173
30152,980,2003-06-24,2003-06-30,11511413,708,2653
30153,640,2017-11-08,2017-11-13,11511413,479,3002
30154,150,2012-11-28,2012-11-26,11511413,924,2661
30155,470,2001-02-07,2001-03-01,11511413,344,4411
30156,940,2003-04-25,2003-05-21,11511413,796,1491
30157,770,2003-03-18,2003-04-27,11511413,635,4681
30158,440,2008-06-04,2008-07-03,11511410,693,1775
30159,60,2013-01-19,2012-12-20,11511410,122,2212
30160,820,2009-05-02,2009-04-10,11511410,260,805
30161,260,2019-01-14,2019-01-24,11511410,353,807
30162,990,2017-07-07,2017-05-20,11511410,281,2330
30163,50,2018-03-13,2018-03-17,11511410,947,2215
30164,30,2019-10-13,2019-11-05,11511410,183,3500
30165,190,2018-03-30,2018-03-15,11511410,714,556
30166,670,2004-03-16,2004-03-02,11511403,913,3412
30167,810,2011-07-03,2011-07-05,11511403,863,640
30168,840,2017-08-21,2017-07-08,11511403,500,2444
30169,50,2017-04-18,2017-04-22,11511403,707,2731
30170,870,2013-06-16,2013-08-10,11511403,233,1187
30171,650,2011-01-13,2011-01-19,11511403,863,1906
30172,750,2018-01-31,2018-02-11,11511403,618,2883
30173,260,2013-04-21,2013-03-17,11511403,354,35
30174,60,2000-08-20,2000-09-27,11511403,135,36
30175,910,2013-11-20,2013-11-02,11511403,914,2448
30176,940,2014-06-19,2014-08-04,11511403,686,3938
30177,900,2000-03-15,2000-03-12,11511403,651,1189
30178,780,2017-07-12,2017-07-29,11511403,139,39
30179,110,2018-01-19,2017-12-09,11511403,479,1194
30180,770,2019-11-17,2019-11-29,11511403,519,1824
30181,460,2008-03-25,2008-04-25,11511403,546,1912
30182,160,2015-03-26,2015-04-09,11511403,459,2887
30183,610,2015-03-21,2015-04-09,11511403,356,2887
30184,330,2001-12-08,2001-12-18,11511403,505,1826
30185,400,2009-07-18,2009-07-11,11511403,918,1586
30186,70,2001-05-15,2001-05-24,11511403,269,1588
30187,220,2004-08-11,2004-07-25,11511403,259,3824
30188,310,2003-05-27,2003-05-22,11511403,205,2491
30189,360,2012-12-12,2012-12-12,11511403,739,2120
30190,820,2011-06-09,2011-05-25,11511403,51,1201
30191,530,2001-09-16,2001-11-08,11511403,716,47
30192,270,2013-09-03,2013-09-12,11511403,803,655
30193,820,2004-04-05,2004-03-09,11511403,945,2122
30194,80,2019-10-20,2019-11-08,11511403,52,4048
30195,790,2016-08-06,2016-07-24,11511403,357,658
30196,180,2014-04-22,2014-05-02,11511403,405,54
30197,910,2010-02-06,2010-03-22,11511403,365,659
30198,460,2001-07-31,2001-08-29,11511403,741,4542
30199,830,2016-07-01,2016-07-26,11511403,797,1207
30200,560,2017-06-26,2017-06-15,11511403,306,58
30201,140,2021-04-27,2021-05-12,11511403,354,1836
30202,420,2005-06-05,2005-07-15,11511403,480,3297
30203,300,2011-09-01,2011-10-23,11511403,480,1212
30204,270,2001-09-28,2001-08-16,11511403,355,666
30205,240,2012-04-08,2012-05-25,11511403,329,2736
30206,600,2012-04-27,2012-05-08,11511403,867,2736
30207,330,2001-03-11,2001-03-23,11511403,558,2403
30208,650,2014-12-28,2015-02-11,11511403,38,1215
30209,920,2004-10-26,2004-10-29,11511403,819,3588
30210,490,2020-07-15,2020-06-11,11511403,336,3300
30211,300,2021-05-20,2021-04-06,11511403,331,4682
30212,930,2019-09-20,2019-08-05,11511403,579,3037
30213,820,2017-09-12,2017-07-30,11511403,497,72
30214,770,2017-07-25,2017-09-01,11511403,264,72
30215,860,2019-10-07,2019-10-04,11511403,804,2405
30216,590,2011-04-09,2011-02-23,11511403,284,73
30217,130,2018-10-16,2018-09-19,11511403,388,1611
30218,500,2000-11-16,2000-11-30,11511403,635,3590
30219,560,2005-10-14,2005-09-29,11511403,49,77
30220,430,2005-10-16,2005-10-23,11511403,188,3302
30221,500,2001-08-09,2001-08-28,11511403,29,4240
30222,640,2000-08-14,2000-07-30,11511403,687,1935
30223,440,2003-10-23,2003-10-19,11511403,123,3643
30224,710,2022-01-07,2022-01-21,11511403,249,3230
30225,850,2005-02-25,2005-02-24,11511403,396,1849
30226,430,2020-08-29,2020-08-12,11511403,763,2506
30227,970,2004-12-02,2005-01-15,11511403,9,2140
30228,650,2007-11-02,2007-11-26,11511403,281,81
30229,380,2009-05-14,2009-06-09,11511403,783,3306
30230,640,2003-08-17,2003-08-08,11511403,366,2900
30231,570,2003-09-16,2003-10-09,11511403,336,3232
30232,180,2013-11-16,2013-11-24,11511403,189,1234
30233,820,2012-08-25,2012-08-22,11511403,207,2901
30234,450,2007-06-27,2007-07-11,11511403,741,2509
30235,970,2007-07-08,2007-06-12,11511403,821,2509
30236,600,2010-03-19,2010-02-09,11511403,119,3041
30237,620,2014-12-29,2015-01-24,11511403,789,87
30238,940,2000-09-19,2000-10-23,11511403,183,3615
30239,690,2009-07-07,2009-08-06,11511403,69,4050
30240,400,2009-07-17,2009-06-03,11511403,666,1618
30241,860,2015-03-24,2015-03-20,11511403,305,1619
30242,270,2020-06-13,2020-06-28,11511403,28,2416
30243,910,2005-09-08,2005-07-29,11511403,836,691
30244,260,2017-06-08,2017-05-13,11511403,53,1941
30245,820,2000-03-06,2000-01-29,11511403,893,2418
30246,10,2015-06-30,2015-06-11,11511403,119,3235
30247,260,2018-09-30,2018-10-21,11511403,743,3971
30248,520,2020-10-07,2020-09-22,11511403,271,3237
30249,310,2002-06-16,2002-06-06,11511403,95,4022
30250,370,2021-05-25,2021-05-24,11511403,642,1945
30251,930,2010-09-06,2010-09-20,11511403,497,1861
30252,740,2012-01-28,2011-12-28,11511403,891,101
30253,550,2011-03-07,2011-02-26,11511403,105,1625
30254,40,2003-02-19,2003-01-06,11511403,916,1254
30255,770,2004-04-13,2004-05-31,11511403,359,2422
30256,890,2021-03-23,2021-04-11,11511403,808,2462
30257,120,2000-06-25,2000-06-22,11511403,537,104
30258,290,2000-06-17,2000-06-01,11511403,146,104
30259,740,2008-02-26,2008-03-02,11511403,293,711
30260,950,2009-04-30,2009-04-30,11511403,806,111
30261,960,2006-09-02,2006-10-13,11511403,585,112
30262,390,2015-07-15,2015-06-12,11511403,720,3468
30263,850,2017-01-29,2017-03-09,11511403,462,1632
30264,700,2016-02-19,2016-02-13,11511403,171,1634
30265,700,2016-02-04,2016-02-10,11511403,272,1634
30266,920,2000-02-08,2000-02-25,11511403,227,1258
30267,650,2002-05-30,2002-07-13,11511403,125,1261
30268,410,2012-06-03,2012-06-02,11511403,500,2754
30269,120,2018-07-24,2018-07-23,11511403,341,1638
30270,280,2003-04-24,2003-04-09,11511403,199,2088
30271,20,2016-09-18,2016-08-23,11511403,781,4683
30272,30,2012-11-10,2012-12-08,11511403,578,4684
30273,60,2003-09-10,2003-09-17,11511403,216,2717
30274,930,2012-02-07,2012-02-20,11511403,176,2639
30275,100,2020-11-15,2020-12-07,11511403,193,717
30276,950,2015-02-03,2015-02-17,11511403,470,1269
30277,380,2021-10-10,2021-12-01,11511403,787,2719
30278,560,2001-04-13,2001-03-10,11511403,442,719
30279,150,2013-08-08,2013-08-16,11511403,193,722
30280,150,2021-10-14,2021-10-16,11511403,502,2429
30281,610,2002-04-16,2002-04-28,11511403,517,125
30282,450,2019-05-08,2019-06-02,11511403,594,1956
30283,150,2005-10-14,2005-11-03,11511403,224,1877
30284,370,2012-08-16,2012-06-26,11511403,595,725
30285,50,2003-10-10,2003-09-28,11511403,277,128
30286,470,2005-04-06,2005-03-14,11511403,838,1646
30287,550,2010-01-18,2010-02-13,11511403,893,1647
30288,10,2012-02-28,2012-03-30,11511403,861,3242
30289,960,2012-03-27,2012-03-19,11511403,498,3242
30290,670,2003-03-21,2003-05-17,11511403,265,3932
30291,580,2011-05-09,2011-05-12,11511403,463,135
30292,610,2005-05-05,2005-05-04,11511403,892,1961
30293,730,2010-04-02,2010-04-16,11511403,612,1962
30294,620,2021-03-03,2021-03-15,11511403,520,3669
30295,510,2018-02-22,2018-03-19,11511403,784,732
30296,600,2013-03-28,2013-04-03,11511403,895,1963
30297,520,2006-05-06,2006-06-18,11511403,98,2094
30298,520,2001-07-09,2001-06-18,11511403,201,1884
30299,510,2007-07-22,2007-06-29,11511403,922,1653
30300,420,2005-07-17,2005-07-25,11511403,591,4575
30301,650,2005-05-05,2005-05-23,11511403,247,2097
30302,480,2012-11-01,2012-11-24,11511403,859,3065
30303,660,2019-11-02,2019-10-21,11511403,524,735
30304,430,2021-10-04,2021-11-04,11511403,635,3066
30305,820,2009-12-15,2009-11-20,11511403,680,737
30306,780,2006-02-19,2006-01-25,11511403,24,738
30307,450,2017-07-27,2017-07-08,11511403,698,3208
30308,20,2014-11-27,2014-12-03,11511403,305,145
30309,860,2019-08-29,2019-08-25,11511403,429,146
30310,780,2003-07-07,2003-06-23,11511403,849,741
30311,870,2005-03-12,2005-02-04,11511403,442,2435
30312,450,2005-01-19,2005-01-06,11511403,613,743
30313,350,2003-06-29,2003-06-20,11511403,524,1663
30314,90,2016-01-13,2016-01-02,11511403,776,1664
30315,670,2002-11-07,2002-11-15,11511403,713,4685
30316,480,2009-11-10,2009-09-19,11511403,865,2438
30317,970,2004-02-01,2004-02-25,11511403,958,2170
30318,730,2020-02-12,2020-03-14,11511403,301,1283
30319,70,2008-10-24,2008-10-07,11511403,597,2648
30320,970,2015-01-27,2015-03-14,11511403,684,4166
30321,430,2001-09-12,2001-08-19,11511403,7,4125
30322,460,2021-11-12,2021-11-08,11511403,426,1976
30323,50,2002-04-03,2002-04-02,11511403,280,1288
30324,280,2019-05-12,2019-04-24,11511403,375,2105
30325,130,2020-04-13,2020-03-07,11511403,891,1893
30326,670,2020-04-17,2020-03-07,11511403,585,1893
30327,230,2021-04-13,2021-03-26,11511403,680,2760
30328,350,2005-12-23,2006-02-13,11511403,721,2108
30329,590,2003-11-27,2003-11-20,11511403,483,4686
30330,690,2014-03-26,2014-03-26,11511403,122,1897
30331,410,2006-11-01,2006-10-23,11511403,929,2481
30332,120,2006-10-17,2006-11-07,11511403,281,2481
30333,890,2016-06-04,2016-07-05,11511318,534,810
30334,860,2014-02-28,2014-03-08,11511318,67,1814
30335,380,2018-02-19,2018-03-02,11511317,357,2690
30336,50,2014-08-19,2014-08-26,11511317,170,3294
30337,870,2014-10-06,2014-09-20,11511317,561,3294
30338,290,2011-07-07,2011-08-03,11511317,671,640
30339,260,2013-01-05,2013-02-19,11511317,415,3219
30340,710,2014-05-21,2014-05-21,11511317,891,1576
30341,730,2017-07-02,2017-08-22,11511317,768,2444
30342,620,2014-04-10,2014-02-25,11511317,116,642
30343,340,2002-09-20,2002-10-28,11511317,287,1819
30344,100,2009-07-04,2009-07-02,11511317,208,644
30345,550,2016-03-09,2016-03-23,11511317,595,33
30346,740,2016-05-29,2016-06-22,11511317,88,2447
30347,20,2019-07-13,2019-07-08,11511317,854,34
30348,580,2013-08-03,2013-07-25,11511317,578,1187
30349,360,2008-01-27,2008-02-01,11511317,622,2485
30350,30,2018-03-30,2018-03-16,11511317,680,3455
30351,600,2016-12-02,2016-11-19,11511317,77,3183
30352,450,2018-11-16,2018-11-17,11511317,750,2449
30353,30,2009-05-05,2009-04-04,11511317,108,1580
30354,60,2006-11-13,2006-12-23,11511317,919,2618
30355,620,2019-09-21,2019-08-13,11511317,147,3222
30356,950,2019-10-25,2019-11-22,11511317,244,1824
30357,60,2008-04-03,2008-05-02,11511317,740,4356
30358,910,2001-12-25,2002-01-09,11511317,511,1826
30359,130,2016-09-11,2016-09-26,11511317,593,1202
30360,800,2009-01-01,2009-01-16,11511317,833,2450
30361,390,2014-06-23,2014-06-28,11511317,255,1917
30362,190,2015-01-20,2015-01-25,11511317,714,3188
30363,30,2004-03-28,2004-04-07,11511317,793,2122
30364,790,2008-08-28,2008-10-02,11511317,171,4687
30365,360,2013-05-26,2013-05-14,11511317,436,1828
30366,430,2005-06-02,2005-05-17,11511317,457,2397
30367,270,2005-05-10,2005-05-18,11511317,668,2397
30368,380,2002-01-11,2002-02-09,11511317,951,656
30369,820,2002-02-25,2002-02-05,11511317,84,656
30370,750,2014-03-26,2014-04-30,11511317,893,52
30371,600,2014-04-13,2014-04-03,11511317,524,52
