order_id,quantity,lodgement_date,estimated_delivery,salesman_number,model_id,contract_id
123,790,2007-09-05,2007-08-26,12212915,51,117
124,270,2008-05-30,2008-05-19,12212915,119,118
125,230,2013-01-05,2013-02-16,12212915,120,119
126,460,2015-01-15,2015-02-12,12212915,47,120
127,480,2006-11-05,2006-10-19,12212915,121,121
128,760,2014-12-06,2015-01-07,12212915,122,122
129,160,2001-04-30,2001-06-04,12212915,123,123
130,100,2011-11-11,2011-10-22,12212915,124,124
131,250,2002-04-03,2002-05-11,12212915,125,125
132,230,2002-04-07,2002-04-03,12212915,126,125
133,290,2017-04-08,2017-02-28,12212915,127,126
134,150,2004-08-28,2004-09-02,12212915,128,127
135,540,2003-10-14,2003-10-12,12212915,121,128
136,160,2006-10-18,2006-09-17,12212915,129,129
137,300,2006-10-28,2006-10-04,12212915,130,130
138,580,2006-07-10,2006-07-15,12212915,131,131
139,930,2013-04-22,2013-03-29,12212915,132,132
140,210,2021-12-30,2022-01-06,12212915,133,133
141,960,2013-06-07,2013-05-23,12212915,134,134
142,700,2011-05-21,2011-05-25,12212915,135,135
143,370,2017-01-07,2017-01-11,12212915,136,136
144,480,2015-05-01,2015-05-19,12212915,137,137
145,800,2021-12-24,2022-01-12,12212915,138,138
146,740,2001-12-14,2001-12-20,12212915,139,139
147,860,2011-09-05,2011-09-03,12212915,140,140
148,590,2001-10-22,2001-10-22,12212915,141,141
149,970,2010-06-16,2010-06-05,12212915,142,142
150,450,2007-05-17,2007-05-18,12212915,143,143
151,350,2006-03-04,2006-03-07,12212915,36,144
152,850,2014-12-14,2014-11-08,12212915,144,145
153,120,2019-09-14,2019-09-16,12212915,145,146
154,530,2009-12-24,2010-01-25,12212915,146,147
155,550,2007-11-30,2007-12-01,12212915,147,148
156,580,2018-02-18,2018-03-13,12212915,148,149
157,450,2007-10-11,2007-09-17,12212915,149,150
158,970,2012-10-01,2012-10-23,12212915,100,151
159,930,2019-07-19,2019-07-10,12212915,150,152
160,770,2018-05-05,2018-05-15,12212915,151,153
161,420,2000-03-26,2000-03-01,12212915,152,154
162,20,2020-02-15,2020-02-17,12212915,153,155
163,690,2017-05-15,2017-05-17,12212915,154,156
164,660,2009-11-19,2009-09-30,12212915,155,157
165,520,2009-09-25,2009-11-03,12212915,156,157
166,160,2002-05-23,2002-05-19,12212915,157,158
167,960,2014-07-18,2014-06-17,12212915,158,159
168,900,2002-10-25,2002-09-09,12212915,159,160
169,590,2008-11-24,2008-11-26,12212915,160,161
170,730,2002-05-31,2002-05-14,12212915,161,162
171,30,2008-05-02,2008-03-11,12212915,162,163
172,190,2018-08-04,2018-07-29,12212815,163,164
173,930,2013-09-14,2013-10-10,12212815,164,165
174,540,2017-09-29,2017-10-14,12212815,165,166
175,930,2010-11-21,2010-11-11,12212815,166,167
176,740,2009-04-17,2009-04-26,12212815,167,168
177,410,2009-05-04,2009-03-10,12212815,168,168
178,870,2008-02-02,2008-01-16,12212815,169,169
179,940,2020-06-05,2020-05-15,12212815,170,170
180,120,2020-06-02,2020-06-24,12212815,171,171
181,970,2020-06-11,2020-05-24,12212815,172,171
182,790,2017-12-08,2017-10-30,12212815,173,172
183,90,2011-06-26,2011-05-13,12212815,174,173
184,580,2016-07-08,2016-08-05,12212815,175,174
185,410,2007-06-24,2007-05-28,12212815,176,175
186,190,2007-01-08,2007-01-17,12212815,177,176
187,690,2004-11-02,2004-11-07,12212801,178,177
188,10,2010-09-02,2010-08-30,12212801,179,178
189,30,2010-10-05,2010-09-01,12212801,180,178
190,230,2004-01-29,2004-01-09,12212801,181,179
191,900,2002-05-21,2002-04-17,12212801,127,180
192,200,2001-03-11,2001-03-15,12212801,182,181
193,40,2010-11-08,2010-11-15,12212801,100,182
194,100,2020-05-28,2020-06-11,12212801,183,183
195,320,2013-04-28,2013-03-25,12212801,12,184
196,640,2012-11-29,2013-01-23,12212801,184,185
197,540,2006-09-02,2006-08-25,12212801,185,186
198,840,2010-02-22,2010-02-12,12212801,186,187
199,130,2001-01-13,2001-02-06,12212801,187,188
200,760,2013-12-22,2013-11-25,12212801,14,189
201,560,2013-12-19,2014-01-02,12212801,188,189
202,760,2009-01-26,2009-02-09,12212801,189,190
203,570,2016-10-31,2016-09-25,12212801,190,191
204,650,2014-05-31,2014-06-12,12212801,55,192
205,690,2000-12-15,2000-11-12,12212801,191,193
206,880,2014-04-29,2014-04-25,12212801,192,194
207,490,2011-02-04,2011-03-18,12212801,193,195
208,740,2003-05-13,2003-05-31,12212801,194,196
209,810,2020-08-11,2020-07-19,12212801,71,198
210,360,2005-08-18,2005-08-28,12212801,22,199
211,200,2002-06-23,2002-07-31,12212801,196,200
212,850,2001-08-11,2001-07-31,12212801,197,201
213,350,2001-08-01,2001-08-13,12212801,86,201
214,930,2001-07-31,2001-08-21,12212801,198,201
215,170,2018-09-29,2018-10-17,12212801,199,202
216,670,2013-08-17,2013-08-05,12212801,200,203
217,490,2013-12-24,2013-12-14,12212801,201,204
218,840,2018-07-03,2018-07-06,12212801,202,205
219,480,2008-10-22,2008-12-19,12212801,203,206
220,830,2011-03-28,2011-03-26,12212801,127,207
221,270,2006-02-20,2006-03-25,12212801,204,208
222,30,2021-07-10,2021-06-22,12212801,205,209
223,500,2012-04-23,2012-04-06,12212801,206,210
224,330,2000-02-21,2000-02-15,12212801,7,211
225,460,2007-04-07,2007-04-26,12212801,207,212
226,710,2011-11-12,2011-10-05,12212801,208,213
227,450,2004-05-09,2004-06-21,12212801,170,214
228,90,2006-01-26,2005-12-23,12212801,209,215
229,350,2013-02-12,2013-02-11,12212801,210,216
230,970,2007-03-06,2007-01-27,12212801,211,217
231,460,2018-08-22,2018-09-30,12212801,212,218
232,890,2018-01-04,2018-01-19,12212801,213,219
233,620,2014-03-23,2014-04-14,12212801,214,220
234,110,2003-09-01,2003-09-16,12212801,215,221
235,970,2011-10-21,2011-10-06,12212801,216,222
236,230,2020-03-08,2020-03-31,12212801,75,223
237,700,2012-11-10,2012-11-20,12212801,118,224
238,700,2006-11-07,2006-11-18,12212801,217,225
239,260,2000-03-18,2000-03-02,12212801,117,226
240,40,2015-03-09,2015-03-18,12212801,218,227
241,460,2004-04-02,2004-04-10,12212801,219,228
242,180,2010-04-11,2010-04-03,12212801,220,229
243,550,2012-02-12,2012-01-13,12212801,221,230
244,960,2000-10-09,2000-11-14,12212801,222,231
245,460,2000-11-15,2000-10-01,12212801,223,231
246,210,2007-09-14,2007-09-15,12212801,133,232
247,180,2003-02-26,2003-02-08,12212801,224,233
248,680,2000-10-25,2000-09-19,12212801,159,234
249,90,2009-09-21,2009-10-14,12212801,225,235
250,880,2015-07-20,2015-08-26,12212801,226,236
251,300,2019-11-24,2019-12-15,12212801,227,237
252,320,2006-02-01,2006-02-24,12212719,228,238
253,900,2007-08-12,2007-08-04,12212719,18,239
254,470,2002-04-15,2002-05-31,12212719,43,240
255,710,2019-12-25,2020-01-04,12212719,229,241
256,520,2015-04-20,2015-05-06,12212719,161,242
257,520,2008-05-27,2008-05-22,12212719,67,243
258,60,2016-02-15,2016-01-04,12212719,230,244
259,90,2020-06-26,2020-07-03,12212719,231,245
260,690,2000-07-12,2000-06-24,12212719,232,246
261,310,2005-01-01,2005-02-23,12212719,213,247
262,190,2015-07-31,2015-07-18,12212709,64,248
263,860,2009-01-29,2009-03-19,12212700,233,249
264,170,2015-07-28,2015-08-17,12212700,77,250
265,140,2018-07-11,2018-06-29,12212700,234,251
266,50,2012-11-09,2012-10-26,12212700,235,252
267,560,2014-12-07,2015-01-04,12212700,218,253
268,50,2015-01-01,2014-12-12,12212700,236,253
269,960,2009-04-13,2009-04-30,12212700,212,254
270,550,2002-03-14,2002-02-19,12212700,90,255
271,390,2016-06-08,2016-05-17,12212700,237,256
272,30,2021-04-20,2021-04-20,12212700,238,257
273,150,2003-06-28,2003-07-17,12212700,239,258
274,740,2020-07-23,2020-08-25,12212700,240,259
275,510,2000-11-24,2000-11-01,12212700,241,260
276,940,2005-01-26,2004-12-27,12212700,242,261
277,590,2011-12-22,2012-01-02,12212700,243,262
278,910,2008-08-18,2008-09-21,12212700,244,263
279,560,2016-03-10,2016-02-11,12212700,178,264
280,780,2011-02-03,2011-01-24,12212700,245,265
281,350,2005-06-17,2005-07-18,12212700,246,266
282,990,2000-11-12,2000-12-18,12212700,156,267
283,900,2007-03-12,2007-02-17,12212700,247,268
284,140,2003-11-03,2003-11-14,12212700,248,269
285,350,2018-10-28,2018-10-02,12212700,249,270
286,770,2018-10-19,2018-10-02,12212700,250,270
287,920,2002-08-24,2002-09-13,12212700,251,271
288,440,2009-06-17,2009-07-02,12212700,59,272
289,870,2017-04-08,2017-02-21,12212700,252,273
290,540,2009-07-27,2009-08-19,12212700,253,274
291,990,2001-07-27,2001-07-24,12212700,254,275
292,140,2014-04-20,2014-05-15,12212700,255,276
293,600,2003-11-07,2003-10-26,12212700,256,277
294,260,2006-02-01,2006-02-04,12212700,257,278
295,500,2021-01-05,2021-01-13,12212700,258,279
296,440,2016-03-12,2016-03-01,12212700,49,280
297,170,2014-04-30,2014-05-05,12212700,259,281
298,910,2001-05-16,2001-05-11,12212700,260,282
299,780,2010-04-26,2010-06-01,12212700,192,283
300,790,2020-09-21,2020-10-21,12212700,261,284
301,840,2005-09-12,2005-09-02,12212700,180,285
302,830,2007-02-28,2007-01-30,12212700,262,286
303,850,2005-01-25,2005-02-06,12212700,263,287
304,700,2005-02-04,2004-12-31,12212700,264,287
305,380,2005-04-02,2005-04-05,12212700,265,288
306,640,2006-06-30,2006-08-01,12212700,266,289
307,820,2010-06-07,2010-06-15,12212700,95,290
308,20,2019-07-22,2019-08-08,12212700,169,291
309,110,2011-10-06,2011-09-15,12212700,204,292
310,110,2013-09-22,2013-09-30,12212700,267,293
311,30,2012-03-12,2012-02-27,12212700,268,294
312,990,2009-03-29,2009-03-14,12212700,269,295
313,850,2018-01-10,2017-12-19,12212700,67,296
314,870,2009-07-19,2009-07-25,12212700,270,297
315,360,2017-12-10,2017-11-04,12212700,271,298
316,330,2017-10-16,2017-10-26,12212700,272,298
317,120,2019-01-05,2019-01-03,12212700,273,299
318,520,2021-06-18,2021-07-06,12212700,47,300
319,90,2011-05-26,2011-05-05,12212700,274,301
320,640,2020-12-04,2020-11-19,12212700,275,302
321,390,2017-02-17,2017-01-10,12212700,276,303
322,790,2016-06-29,2016-08-10,12212700,275,304
323,310,2014-01-09,2014-01-09,12212700,277,305
324,610,2011-03-18,2011-03-31,12212700,278,306
325,540,2004-09-16,2004-10-07,12212700,279,307
326,620,2000-01-25,2000-02-09,12212700,280,308
327,590,2015-12-15,2015-12-22,12212700,281,309
328,240,2016-05-13,2016-04-15,12212700,282,310
329,740,2000-05-20,2000-04-29,12212700,283,311
330,990,2012-11-26,2012-12-27,12212700,259,312
331,450,2018-04-01,2018-05-07,12212700,284,313
332,550,2005-12-15,2005-11-19,12212700,285,314
333,940,2020-12-02,2020-11-29,12212700,286,315
334,650,2003-07-11,2003-07-29,12212700,230,316
335,340,2009-12-22,2009-12-28,12212700,285,317
336,350,2014-07-10,2014-07-22,12212700,287,318
337,30,2012-11-20,2012-11-16,12212700,288,319
338,900,2020-05-05,2020-05-19,12212700,53,320
339,290,2003-04-02,2003-04-24,12212700,230,321
340,910,2017-09-24,2017-09-11,12212700,169,322
341,260,2009-03-17,2009-03-02,12212700,289,323
342,910,2017-06-12,2017-06-21,12212700,136,324
343,550,2005-04-07,2005-05-02,12212700,290,325
344,860,2005-07-24,2005-07-20,12212700,291,326
345,310,2000-02-22,2000-03-08,12212700,292,327
346,830,2007-10-16,2007-10-28,12212700,293,328
347,820,2018-04-25,2018-04-06,12212700,294,329
348,740,2011-03-08,2011-03-01,12212700,295,330
349,560,2009-03-25,2009-02-21,12212700,253,331
350,860,2016-05-03,2016-06-20,12212700,253,332
351,920,2011-04-27,2011-03-27,12212700,296,333
352,240,2010-03-02,2010-01-07,12212700,297,334
353,920,2010-01-23,2010-02-21,12212700,103,334
354,320,2003-02-23,2003-01-30,12212700,298,335
355,140,2022-01-28,2022-02-07,12212700,299,336
356,460,2004-05-29,2004-07-16,12212700,300,337
357,970,2013-03-03,2013-02-08,12212700,301,338
358,980,2013-08-04,2013-08-25,12212700,302,339
359,940,2021-02-18,2021-02-11,12212700,303,340
360,480,2001-09-13,2001-10-24,12212700,190,341
361,10,2012-09-15,2012-08-13,12212700,304,342
362,880,2004-08-05,2004-08-04,12212700,305,343
363,650,2006-03-27,2006-04-13,12212700,306,344
364,160,2016-04-11,2016-04-21,12212700,307,345
365,850,2006-01-07,2005-11-27,12212700,308,346
366,450,2001-01-30,2001-01-03,12212700,309,347
367,930,2001-02-03,2000-12-26,12212700,276,347
368,950,2004-10-21,2004-11-11,12212700,310,348
369,760,2003-10-10,2003-08-29,12212700,311,349
370,370,2004-10-25,2004-10-13,12212700,312,350
371,530,2004-10-24,2004-10-05,12212700,313,350
372,360,2015-04-20,2015-04-14,12212700,314,351
373,190,2021-05-22,2021-06-03,12212700,121,352
374,910,2014-11-23,2015-01-16,12212700,315,353
375,920,2019-09-29,2019-11-03,12212622,316,354
376,70,2014-05-16,2014-05-21,12212622,317,355
377,90,2016-10-02,2016-10-01,12212622,134,356
378,630,2000-07-01,2000-06-26,12212622,58,357
379,290,2014-07-08,2014-07-10,12212622,318,358
380,790,2008-01-10,2008-01-16,12212618,319,359
381,670,2009-01-28,2009-02-18,12212618,320,249
382,50,2013-06-26,2013-07-01,12212618,321,360
383,100,2020-08-22,2020-09-12,12212618,322,361
384,990,2019-05-26,2019-05-10,12212618,323,362
385,790,2008-02-16,2008-01-28,12212618,324,363
386,790,2021-05-10,2021-06-23,12212618,325,364
387,370,2014-07-19,2014-06-04,12212618,274,365
388,580,2021-11-10,2021-11-12,12212618,326,366
389,570,2001-03-01,2001-01-20,12212618,327,367
390,570,2008-08-01,2008-06-14,12212618,90,368
391,760,2003-03-18,2003-04-08,12212618,328,369
392,590,2021-03-13,2021-03-12,12212618,329,370
393,250,2007-08-19,2007-07-24,12212618,330,371
394,720,2006-07-12,2006-07-08,12212618,331,372
395,840,2013-06-24,2013-08-02,12212618,332,373
396,80,2006-07-21,2006-08-30,12212618,333,374
397,270,2007-12-10,2007-12-06,12212618,334,375
398,420,2018-12-09,2018-10-28,12212618,335,376
399,440,2019-03-14,2019-03-22,12212618,336,377
400,760,2004-06-23,2004-07-14,12212618,8,378
401,590,2010-05-18,2010-05-19,12212618,337,379
402,260,2003-03-30,2003-05-08,12212618,134,380
403,640,2016-09-07,2016-09-06,12212618,338,381
404,10,2019-11-21,2019-11-08,12212618,177,382
405,710,2019-11-21,2019-11-17,12212618,339,382
406,820,2011-02-20,2011-02-21,12212618,340,383
407,910,2008-10-02,2008-11-04,12212618,304,384
408,260,2007-06-03,2007-06-06,12212618,341,385
409,160,2001-08-18,2001-09-20,12212618,342,386
410,900,2006-01-18,2006-01-19,12212618,343,278
411,420,2010-11-15,2010-10-17,12212618,129,387
412,190,2005-08-11,2005-08-03,12212618,344,388
413,910,2005-11-27,2005-10-27,12212618,345,389
414,920,2015-01-20,2015-03-05,12212618,346,390
415,540,2000-10-14,2000-11-08,12212618,15,391
416,110,2020-12-19,2021-01-20,12212618,347,392
417,940,2021-11-27,2021-11-06,12212618,348,393
418,230,2021-11-12,2021-12-20,12212618,171,394
419,490,2021-10-31,2021-12-05,12212618,349,394
420,520,2018-05-03,2018-03-13,12212618,350,395
421,740,2005-02-01,2005-02-02,12212618,292,396
422,790,2002-10-01,2002-10-02,12212618,351,397
423,730,2004-07-28,2004-09-04,12212618,352,398
424,170,2000-06-09,2000-06-27,12212618,353,399
425,870,2009-02-08,2009-01-31,12212618,183,400
426,340,2013-10-16,2013-09-30,12212618,173,293
427,610,2017-03-04,2017-01-21,12212618,354,401
428,170,2008-08-08,2008-09-11,12212618,55,402
429,80,2000-10-20,2000-09-07,12212618,355,403
430,30,2019-07-27,2019-07-28,12212618,356,404
431,790,2013-11-20,2013-11-12,12212618,357,405
432,140,2003-07-07,2003-05-19,12212618,358,406
433,50,2000-12-06,2000-12-04,12212618,359,407
434,930,2021-12-27,2022-01-07,12212618,360,408
435,50,2014-11-15,2015-01-03,12212618,182,409
436,730,2016-01-31,2016-02-21,12212618,361,410
437,200,2003-09-09,2003-08-29,12212618,362,411
438,700,2003-07-30,2003-08-04,12212618,363,411
439,630,2016-05-01,2016-04-28,12212618,349,310
440,80,2016-08-23,2016-09-04,12212618,302,412
441,470,2014-09-16,2014-09-23,12212618,364,413
442,650,2011-04-09,2011-03-24,12212618,365,414
443,910,2020-12-22,2021-01-11,12212618,366,315
444,130,2007-03-18,2007-04-06,12212618,367,415
445,440,2013-07-22,2013-08-11,12212618,368,416
446,900,2016-02-27,2016-03-13,12212618,87,417
447,890,2013-05-18,2013-05-18,12212618,365,418
448,10,2015-04-03,2015-03-29,12212618,369,419
449,840,2016-12-26,2017-02-10,12212618,370,420
450,590,2017-09-03,2017-09-05,12212618,291,322
451,990,2012-03-02,2012-03-06,12212618,371,421
452,660,2012-04-16,2012-04-12,12212618,322,421
453,320,2021-04-08,2021-04-02,12212618,372,422
454,730,2006-03-25,2006-03-16,12212618,373,423
455,210,2001-05-12,2001-06-01,12212618,374,424
456,40,2002-02-20,2002-03-26,12212618,375,425
457,430,2006-07-08,2006-07-30,12212618,376,426
458,350,2005-07-23,2005-09-14,12212618,230,326
459,470,2006-11-12,2006-10-16,12212618,377,427
460,360,2016-06-12,2016-05-04,12212618,259,332
461,670,2000-09-03,2000-09-23,12212618,378,428
462,360,2015-04-24,2015-03-26,12212618,225,429
463,780,2010-02-17,2010-01-17,12212618,360,334
464,540,2003-03-02,2003-02-03,12212618,379,335
465,410,2007-04-30,2007-05-06,12212618,380,430
466,50,2008-10-11,2008-11-23,12212618,381,431
467,30,2000-06-30,2000-06-09,12212618,53,432
468,370,2013-07-06,2013-07-06,12212618,364,433
469,900,2005-08-04,2005-09-01,12212618,280,434
470,70,2019-04-07,2019-03-27,12212618,382,435
471,40,2010-05-18,2010-06-01,12212618,383,436
472,300,2006-09-07,2006-10-01,12212618,384,437
473,680,2004-11-15,2004-10-06,12212618,262,348
474,90,2022-02-16,2021-12-29,12212618,16,438
475,180,2004-10-22,2004-10-31,12212618,385,350
476,450,2015-05-10,2015-04-15,12212618,386,351
477,10,2001-04-26,2001-03-27,12212618,387,439
478,530,2015-01-03,2014-11-28,12212618,388,353
479,40,2008-01-13,2008-02-09,12212528,389,440
480,770,2019-09-23,2019-10-15,12212528,390,441
481,70,2014-11-14,2014-11-07,12212523,391,442
482,80,2013-07-12,2013-07-16,12212523,392,360
483,310,2020-04-24,2020-03-22,12212523,393,443
484,160,2003-12-08,2003-12-29,12212523,364,444
485,240,2000-03-04,2000-02-13,12212523,394,445
486,20,2008-08-02,2008-08-13,12212523,395,446
487,660,2011-01-03,2011-01-17,12212523,396,447
488,990,2002-03-10,2002-03-31,12212523,397,255
489,80,2021-01-28,2021-01-13,12212523,398,448
490,720,2021-02-14,2021-01-09,12212523,399,448
491,360,2020-09-13,2020-10-18,12212523,400,449
492,830,2002-01-18,2002-02-01,12212523,134,450
493,760,2012-07-31,2012-07-04,12212523,143,451
494,790,2014-08-03,2014-07-19,12212523,13,452
495,550,2004-06-02,2004-05-29,12212523,401,453
496,770,2017-02-04,2017-01-30,12212523,402,454
497,710,2007-03-02,2007-02-25,12212523,403,455
498,400,2006-08-30,2006-08-30,12212523,25,456
499,460,2001-06-16,2001-07-11,12212523,404,457
500,610,2001-06-04,2001-05-22,12212523,405,457
501,320,2017-04-06,2017-02-19,12212523,406,273
502,350,2021-11-02,2021-09-26,12212523,407,458
503,250,2006-11-30,2006-10-08,12212523,408,459
504,130,2016-10-06,2016-10-11,12212523,409,460
505,900,2016-06-27,2016-07-03,12212523,410,461
506,920,2007-09-18,2007-08-03,12212523,411,462
507,440,2016-04-21,2016-03-09,12212523,156,280
508,110,2005-04-26,2005-04-14,12212523,10,463
509,620,2021-12-08,2022-01-03,12212523,315,464
510,550,2003-11-28,2003-10-28,12212523,406,465
511,850,2020-12-11,2020-12-20,12212523,286,466
512,790,2019-08-14,2019-08-07,12212523,412,467
513,310,2016-06-02,2016-07-02,12212523,64,468
514,700,2021-03-07,2021-03-10,12212523,413,469
515,1000,2021-03-27,2021-03-10,12212523,414,469
516,290,2004-05-28,2004-05-11,12212523,415,470
517,100,2003-08-30,2003-08-25,12212523,121,471
518,880,2003-02-25,2003-02-23,12212523,222,472
519,150,2016-03-28,2016-03-03,12212523,234,473
520,110,2018-08-24,2018-09-02,12212523,416,474
521,940,2010-03-25,2010-02-26,12212523,417,475
522,870,2013-10-01,2013-09-11,12212523,299,476
523,540,2021-08-28,2021-09-26,12212523,211,477
524,480,2015-07-18,2015-06-06,12212523,418,478
525,330,2009-03-13,2009-03-12,12212523,64,295
526,170,2006-05-17,2006-04-06,12212523,419,479
527,530,2009-07-23,2009-07-31,12212523,420,297
528,170,2002-09-22,2002-08-05,12212523,421,480
529,710,2001-03-18,2001-04-10,12212523,422,481
530,880,2020-11-15,2020-11-05,12212523,423,482
531,230,2020-12-19,2021-01-22,12212523,424,483
532,920,2013-09-26,2013-10-04,12212523,387,484
533,690,2020-03-01,2020-03-20,12212523,425,485
534,420,2006-03-08,2006-02-18,12212523,426,486
535,100,2011-04-12,2011-05-28,12212523,40,487
